"Gene_id","Gene_name","Gene_type","Chromosome","Gene_start","Gene_end","Gene_age"
"ENSG00000252892","RNU6-548P","snRNA","2",64994746,64994860,16
"ENSG00000011523","CEP68","protein_coding","2",65056366,65087004,12
"ENSG00000138069","RAB1A","protein_coding","2",65070701,65130106,1
"ENSG00000138071","ACTR2","protein_coding","2",65227753,65271253,1
"ENSG00000198369","SPRED2","protein_coding","2",65310851,65432637,7
"ENSG00000243029","RN7SL635P","misc_RNA","2",65545401,65545696,19
"ENSG00000251900","VTRNA2-2P","misc_RNA","2",65555432,65555534,11
"ENSG00000143995","MEIS1","protein_coding","2",66433452,66573869,12
"ENSG00000143971","ETAA1","protein_coding","2",67397319,67412089,9
"ENSG00000197223","C1D","protein_coding","2",68041130,68110948,2
"ENSG00000243667","WDR92","protein_coding","2",68122936,68157560,1
"ENSG00000115946","PNO1","protein_coding","2",68157844,68176238,1
"ENSG00000221823","PPP3R1","protein_coding","2",68178857,68256237,1
"ENSG00000119865","CNRIP1","protein_coding","2",68284171,68320051,6
"ENSG00000115956","PLEK","protein_coding","2",68365173,68397453,6
"ENSG00000204923","FBXO48","protein_coding","2",68459419,68467258,6
"ENSG00000169621","APLF","protein_coding","2",68467561,68655862,6
"ENSG00000169618","PROKR1","protein_coding","2",68643589,68658247,9
"ENSG00000163219","ARHGAP25","protein_coding","2",68679601,68826833,12
"ENSG00000163217","BMP10","protein_coding","2",68865481,68871517,12
"ENSG00000283586","GKN3P","polymorphic_pseudogene","2",68921248,68926834,15
"ENSG00000183607","GKN2","protein_coding","2",68945232,68952970,14
"ENSG00000169605","GKN1","protein_coding","2",68974573,68980974,13
"ENSG00000169604","ANTXR1","protein_coding","2",69013178,69249327,9
"ENSG00000251850","RNA5SP96","rRNA","2",69181897,69182003,17
"ENSG00000199460","RNU6-1216P","snRNA","2",69182877,69182983,14
"ENSG00000198380","GFPT1","protein_coding","2",69319769,69387254,1
"ENSG00000169599","NFU1","protein_coding","2",69395750,69437628,1
"ENSG00000115977","AAK1","protein_coding","2",69457997,69674349,1
"ENSG00000244236","RN7SL604P","misc_RNA","2",69516751,69517046,19
"ENSG00000207016","SNORA36C","snoRNA","2",69520043,69520174,12
"ENSG00000196975","ANXA4","protein_coding","2",69644425,69827100,1
"ENSG00000087338","GMCL1","protein_coding","2",69829642,69881396,7
"ENSG00000124380","SNRNP27","protein_coding","2",69893560,69905575,2
"ENSG00000059728","MXD1","protein_coding","2",69897688,69942945,6
"ENSG00000244617","ASPRV1","protein_coding","2",69960089,69962265,13
"ENSG00000263669","RN7SL470P","misc_RNA","2",70075014,70075272,19
"ENSG00000169564","PCBP1","protein_coding","2",70087454,70089203,2
"ENSG00000115998","C2orf42","protein_coding","2",70149880,70248615,7
"ENSG00000116001","TIA1","protein_coding","2",70209444,70248660,2
"ENSG00000116005","PCYOX1","protein_coding","2",70257386,70281191,2
"ENSG00000143977","SNRPG","protein_coding","2",70281362,70293771,3
"ENSG00000035141","FAM136A","protein_coding","2",70295975,70302090,2
"ENSG00000163235","TGFA","protein_coding","2",70447280,70554193,12
"ENSG00000075340","ADD2","protein_coding","2",70607618,70768225,1
"ENSG00000183733","FIGLA","protein_coding","2",70777310,70790643,9
"ENSG00000152672","CLEC4F","protein_coding","2",70808643,70820600,15
"ENSG00000116031","CD207","protein_coding","2",70830214,70835822,15
"ENSG00000116035","VAX2","protein_coding","2",70900590,70965373,12
"ENSG00000116039","ATP6V1B1","protein_coding","2",70935868,70965431,1
"ENSG00000241159","RN7SL160P","misc_RNA","2",70965584,70965867,19
"ENSG00000144031","ANKRD53","protein_coding","2",70978380,70985499,9
"ENSG00000144043","TEX261","protein_coding","2",70985938,70994945,1
"ENSG00000124357","NAGK","protein_coding","2",71064344,71079805,1
"ENSG00000124370","MCEE","protein_coding","2",71109684,71130239,1
"ENSG00000124383","MPHOSPH10","protein_coding","2",71130314,71150101,1
"ENSG00000124374","PAIP2B","protein_coding","2",71182739,71227083,6
"ENSG00000075292","ZNF638","protein_coding","2",71276561,71435069,13
"ENSG00000200779","RNU6-105P","snRNA","2",71379755,71379858,16
"ENSG00000135636","DYSF","protein_coding","2",71453722,71686768,2
"ENSG00000003137","CYP26B1","protein_coding","2",72129238,72148038,1
"ENSG00000144036","EXOC6B","protein_coding","2",72175984,72826041,1
"ENSG00000222536","RNU2-39P","snRNA","2",72721806,72722003,14
"ENSG00000116096","SPR","protein_coding","2",72887360,72892158,1
"ENSG00000135638","EMX1","protein_coding","2",72916260,72936071,12
"ENSG00000144040","SFXN5","protein_coding","2",72942036,73075619,1
"ENSG00000135631","RAB11FIP5","protein_coding","2",73073382,73156721,7
"ENSG00000214513","NOTO","protein_coding","2",73202258,73212513,17
"ENSG00000135632","SMYD5","protein_coding","2",73214222,73227237,1
"ENSG00000135617","PRADC1","protein_coding","2",73228006,73233238,6
"ENSG00000135624","CCT7","protein_coding","2",73233420,73253021,1
"ENSG00000163013","FBXO41","protein_coding","2",73254682,73284431,6
"ENSG00000135625","EGR4","protein_coding","2",73290929,73293705,13
"ENSG00000252988","RNU6-111P","snRNA","2",73298683,73298787,15
"ENSG00000116127","ALMS1","protein_coding","2",73385758,73610793,6
"ENSG00000144035","NAT8","protein_coding","2",73640832,73642393,1
"ENSG00000163016","ALMS1P1","transcribed_unprocessed_pseudogene","2",73644919,73685576,17
"ENSG00000204872","NAT8B","polymorphic_pseudogene","2",73700576,73701340,1
"ENSG00000144034","TPRKB","protein_coding","2",73729104,73737400,2
"ENSG00000144048","DUSP11","protein_coding","2",73762184,73780157,1
"ENSG00000187833","C2orf78","protein_coding","2",73784189,73817147,15
"ENSG00000124356","STAMBP","protein_coding","2",73828916,73873659,2
"ENSG00000163017","ACTG2","protein_coding","2",73892314,73919865,1
"ENSG00000114956","DGUOK","protein_coding","2",73926826,73958961,1
"ENSG00000201876","RNA5SP97","rRNA","2",73968123,73968206,17
"ENSG00000187605","TET3","protein_coding","2",73986404,74108176,6
"ENSG00000163170","BOLA3","protein_coding","2",74135398,74147994,1
"ENSG00000114978","MOB1A","protein_coding","2",74152528,74178898,1
"ENSG00000065911","MTHFD2","protein_coding","2",74198562,74217565,1
"ENSG00000188687","SLC4A5","protein_coding","2",74216242,74343414,12
"ENSG00000252214","RNU6-542P","snRNA","2",74319399,74319501,16
"ENSG00000204843","DCTN1","protein_coding","2",74361154,74392087,1
"ENSG00000284308","C2orf81","protein_coding","2",74414176,74421591,6
"ENSG00000005448","WDR54","protein_coding","2",74421678,74425755,6
"ENSG00000114993","RTKN","protein_coding","2",74425836,74442422,7
"ENSG00000115274","INO80B","protein_coding","2",74455023,74457960,6
"ENSG00000239779","WBP1","protein_coding","2",74458329,74460891,12
"ENSG00000115275","MOGS","protein_coding","2",74461057,74465410,1
"ENSG00000204822","MRPL53","protein_coding","2",74471958,74473322,12
"ENSG00000135637","CCDC142","protein_coding","2",74471986,74483408,6
"ENSG00000115282","TTC31","protein_coding","2",74483073,74494886,17
"ENSG00000179528","LBX2","protein_coding","2",74497517,74503316,15
"ENSG00000115289","PCGF1","protein_coding","2",74505043,74508580,2
"ENSG00000115297","TLX2","protein_coding","2",74513463,74517147,15
"ENSG00000144045","DQX1","protein_coding","2",74518131,74526336,12
"ENSG00000115307","AUP1","protein_coding","2",74526645,74529939,3
"ENSG00000115317","HTRA2","protein_coding","2",74529377,74533348,1
"ENSG00000115318","LOXL3","protein_coding","2",74532414,74555690,7
"ENSG00000115325","DOK1","protein_coding","2",74549026,74557554,12
"ENSG00000159374","M1AP","protein_coding","2",74557883,74648338,6
"ENSG00000135622","SEMA4F","protein_coding","2",74654228,74683853,12
"ENSG00000159399","HK2","protein_coding","2",74833981,74893359,1
"ENSG00000115350","POLE4","protein_coding","2",74958492,74970128,1
"ENSG00000115353","TACR1","protein_coding","2",75046463,75199700,3
"ENSG00000263909","MIR5000","miRNA","2",75090812,75090914,19
"ENSG00000115363","EVA1A","protein_coding","2",75469302,75569722,12
"ENSG00000115364","MRPL19","protein_coding","2",75646783,75690851,1
"ENSG00000005436","GCFC2","protein_coding","2",75652000,75710989,2
"ENSG00000200488","RN7SKP203","misc_RNA","2",76445079,76445410,14
"ENSG00000251947","RN7SKP164","misc_RNA","2",76595413,76595678,12
"ENSG00000176204","LRRTM4","protein_coding","2",76747719,77593319,12
"ENSG00000200028","RNA5SP98","rRNA","2",76772909,76773045,16
"ENSG00000202423","RNU6-827P","snRNA","2",78882447,78882552,15
"ENSG00000200048","RNU6-812P","snRNA","2",78882628,78882734,14
"ENSG00000143954","REG3G","protein_coding","2",79025686,79028505,17
"ENSG00000172023","REG1B","protein_coding","2",79085030,79088019,19
"ENSG00000115386","REG1A","protein_coding","2",79120362,79123419,4
"ENSG00000172016","REG3A","protein_coding","2",79157003,79159753,19
"ENSG00000066032","CTNNA2","protein_coding","2",79185231,80648861,6
"ENSG00000252031","RNU6-561P","snRNA","2",79636862,79636963,15
"ENSG00000276917","MIR8080","miRNA","2",79866495,79866583,19
"ENSG00000162951","LRRTM1","protein_coding","2",80288351,80304749,12
"ENSG00000200890","RNA5SP99","rRNA","2",81496214,81496327,15
"ENSG00000242118","RN7SL201P","misc_RNA","2",81967079,81967374,19
"ENSG00000252897","RNU6-685P","snRNA","2",82268612,82268706,15
"ENSG00000199295","RNU6-1312P","snRNA","2",83657735,83657842,16
"ENSG00000163541","SUCLG1","protein_coding","2",84423523,84460045,1
"ENSG00000115423","DNAH6","protein_coding","2",84516455,84819589,1
"ENSG00000186854","TRABD2A","protein_coding","2",84821650,84907008,6
"ENSG00000034510","TMSB10","protein_coding","2",84905625,84906675,15
"ENSG00000176407","KCMF1","protein_coding","2",84971093,85059472,6
"ENSG00000152284","TCF7L1","protein_coding","2",85133410,85310388,12
"ENSG00000200701","RNU6-674P","snRNA","2",85204926,85205032,15
"ENSG00000152291","TGOLN2","protein_coding","2",85318020,85328425,1
"ENSG00000042445","RETSAT","protein_coding","2",85342088,85354620,1
"ENSG00000115459","ELMOD3","protein_coding","2",85354394,85391752,1
"ENSG00000278590","RN7SL113P","misc_RNA","2",85368282,85368580,19
"ENSG00000042493","CAPG","protein_coding","2",85394748,85418432,2
"ENSG00000152292","SH2D6","protein_coding","2",85418721,85437029,15
"ENSG00000244399","RN7SL251P","misc_RNA","2",85442495,85442791,19
"ENSG00000168906","MAT2A","protein_coding","2",85539165,85545280,1
"ENSG00000115486","GGCX","protein_coding","2",85544723,85561547,1
"ENSG00000118640","VAMP8","protein_coding","2",85561562,85582031,1
"ENSG00000276281","RN7SL126P","misc_RNA","2",85567662,85567960,19
"ENSG00000168899","VAMP5","protein_coding","2",85584408,85593412,12
"ENSG00000168894","RNF181","protein_coding","2",85595725,85597613,2
"ENSG00000168890","TMEM150A","protein_coding","2",85598548,85603196,12
"ENSG00000168883","USP39","protein_coding","2",85602856,85649282,2
"ENSG00000168887","C2orf68","protein_coding","2",85606654,85612066,6
"ENSG00000168878","SFTPB","protein_coding","2",85657314,85668741,15
"ENSG00000115523","GNLY","protein_coding","2",85685175,85698854,14
"ENSG00000199687","RNU1-38P","snRNA","2",85728194,85728337,18
"ENSG00000168874","ATOH8","protein_coding","2",85751344,85788066,6
"ENSG00000252321","RN7SKP83","misc_RNA","2",85820435,85820612,12
"ENSG00000115525","ST3GAL5","protein_coding","2",85837120,85905199,12
"ENSG00000068654","POLR1A","protein_coding","2",86020216,86106155,1
"ENSG00000132300","PTCD3","protein_coding","2",86106182,86142157,7
"ENSG00000208772","SNORD94","snoRNA","2",86135870,86136006,12
"ENSG00000132305","IMMT","protein_coding","2",86143932,86195770,2
"ENSG00000265420","MIR4779","miRNA","2",86193026,86193108,19
"ENSG00000132313","MRPL35","protein_coding","2",86199355,86213794,7
"ENSG00000068615","REEP1","protein_coding","2",86213993,86338083,2
"ENSG00000115548","KDM3A","protein_coding","2",86440647,86492716,2
"ENSG00000115561","CHMP3","protein_coding","2",86503431,86563479,1
"ENSG00000249884","RNF103-CHMP3","protein_coding","2",86505668,86721122,3
"ENSG00000200563","RNU6-640P","snRNA","2",86515204,86515308,16
"ENSG00000239305","RNF103","protein_coding","2",86603393,86623866,6
"ENSG00000153561","RMND5A","protein_coding","2",86720173,86778041,2
"ENSG00000153563","CD8A","protein_coding","2",86784610,86808396,12
"ENSG00000172116","CD8B","protein_coding","2",86815339,86861924,14
"ENSG00000187627","RGPD1","protein_coding","2",86907953,87013976,7
"ENSG00000183281","PLGLB1","protein_coding","2",87002559,87021852,19
"ENSG00000264793","MIR4771-1","miRNA","2",87194786,87194859,19
"ENSG00000233999","IGKV3OR2-268","IG_V_gene","2",87338511,87339035,12
"ENSG00000265507","MIR4435-1","miRNA","2",87629755,87629834,19
"ENSG00000125551","PLGLB2","protein_coding","2",87748087,87758793,19
"ENSG00000185304","RGPD2","protein_coding","2",87755955,87825952,7
"ENSG00000222724","RNU2-63P","snRNA","2",88016354,88016547,12
"ENSG00000172086","KRCC1","protein_coding","2",88027205,88055729,15
"ENSG00000115593","SMYD1","protein_coding","2",88067780,88113387,2
"ENSG00000265003","MIR4780","miRNA","2",88082519,88082599,19
"ENSG00000163586","FABP1","protein_coding","2",88122982,88128116,12
"ENSG00000144115","THNSL2","protein_coding","2",88170295,88186636,1
"ENSG00000212133","RNU6-1168P","snRNA","2",88383494,88383597,15
"ENSG00000252395","RNU6-1007P","snRNA","2",88414898,88415004,15
"ENSG00000214336","FOXI3","protein_coding","2",88446787,88452656,12
"ENSG00000172073","TEX37","protein_coding","2",88524651,88529584,17
"ENSG00000172071","EIF2AK3","protein_coding","2",88556741,88627576,1
"ENSG00000153574","RPIA","protein_coding","2",88691644,88750935,1
"ENSG00000211592","IGKC","IG_C_gene","2",88857161,88857683,18
"ENSG00000211598","IGKV4-1","IG_V_gene","2",88885397,88886153,12
"ENSG00000211599","IGKV5-2","IG_V_gene","2",88897232,88897784,12
"ENSG00000243466","IGKV1-5","IG_V_gene","2",88947301,88947957,19
"ENSG00000239855","IGKV1-6","IG_V_gene","2",88966262,88966767,12
"ENSG00000243063","IGKV3-7","IG_V_gene","2",88978468,88979081,12
"ENSG00000240671","IGKV1-8","IG_V_gene","2",88992409,88992931,12
"ENSG00000241755","IGKV1-9","IG_V_gene","2",89009982,89010515,17
"ENSG00000241351","IGKV3-11","IG_V_gene","2",89027171,89027731,3
"ENSG00000243290","IGKV1-12","IG_V_gene","2",89040224,89040745,12
"ENSG00000244437","IGKV3-15","IG_V_gene","2",89085177,89085787,3
"ENSG00000240864","IGKV1-16","IG_V_gene","2",89099859,89100361,3
"ENSG00000240382","IGKV1-17","IG_V_gene","2",89117342,89117844,3
"ENSG00000239951","IGKV3-20","IG_V_gene","2",89142574,89143160,3
"ENSG00000211611","IGKV6-21","IG_V_gene","2",89159751,89160366,12
"ENSG00000241294","IGKV2-24","IG_V_gene","2",89176328,89177160,17
"ENSG00000244575","IGKV1-27","IG_V_gene","2",89213423,89213928,12
"ENSG00000244116","IGKV2-28","IG_V_gene","2",89221698,89222461,13
"ENSG00000253998","IGKV2-29","IG_V_pseudogene","2",89234174,89234912,12
"ENSG00000243238","IGKV2-30","IG_V_gene","2",89244781,89245596,17
"ENSG00000242076","IGKV1-33","IG_V_gene","2",89266494,89268506,3
"ENSG00000239862","IGKV1-37","IG_V_gene","2",89297264,89297785,12
"ENSG00000242371","IGKV1-39","IG_V_gene","2",89319625,89320146,3
"ENSG00000273962","IGKV2-40","IG_V_gene","2",89330110,89330429,13
"ENSG00000251039","IGKV2D-40","IG_V_gene","2",89851791,89852497,15
"ENSG00000251546","IGKV1D-39","IG_V_gene","2",89862482,89862981,15
"ENSG00000250036","IGKV1D-37","IG_V_gene","2",89884740,89885216,12
"ENSG00000239975","IGKV1D-33","IG_V_gene","2",89913982,89916052,3
"ENSG00000239571","IGKV2D-30","IG_V_gene","2",89936859,89937679,17
"ENSG00000243264","IGKV2D-29","IG_V_gene","2",89947512,89948279,19
"ENSG00000242534","IGKV2D-28","IG_V_gene","2",89959979,89960754,12
"ENSG00000211623","IGKV2D-26","IG_V_gene","2",89985922,89986702,15
"ENSG00000241566","IGKV2D-24","IG_V_gene","2",90004797,90005629,17
"ENSG00000225523","IGKV6D-21","IG_V_gene","2",90021567,90022185,12
"ENSG00000211625","IGKV3D-20","IG_V_gene","2",90038848,90039479,12
"ENSG00000211626","IGKV6D-41","IG_V_gene","2",90069662,90070238,12
"ENSG00000242766","IGKV1D-17","IG_V_gene","2",90082635,90083291,18
"ENSG00000241244","IGKV1D-16","IG_V_gene","2",90100236,90100738,3
"ENSG00000224041","IGKV3D-15","IG_V_gene","2",90114838,90115402,12
"ENSG00000276566","IGKV1D-13","IG_V_gene","2",90154073,90154574,12
"ENSG00000278857","IGKV1D-12","IG_V_gene","2",90159840,90160335,3
"ENSG00000211632","IGKV3D-11","IG_V_gene","2",90172802,90173414,12
"ENSG00000211633","IGKV1D-42","IG_V_gene","2",90190193,90190681,12
"ENSG00000242580","IGKV1D-43","IG_V_gene","2",90209873,90210529,17
"ENSG00000239819","IGKV1D-8","IG_V_gene","2",90220727,90221384,17
"ENSG00000228325","IGKV3D-7","IG_V_gene","2",90234812,90235370,3
"ENSG00000270999","IGKV1OR2-118","IG_V_pseudogene","2",90315366,90315836,17
"ENSG00000222835","RNA5SP100","rRNA","2",91674857,91674966,14
"ENSG00000212140","RNU6-1320P","snRNA","2",94846533,94846639,17
"ENSG00000163060","TEKT4","protein_coding","2",94871433,94876829,9
"ENSG00000277591","RN7SL575P","misc_RNA","2",95003545,95003843,19
"ENSG00000172005","MAL","protein_coding","2",95025677,95053996,12
"ENSG00000144029","MRPS5","protein_coding","2",95087207,95149434,1
"ENSG00000144026","ZNF514","protein_coding","2",95147330,95165413,17
"ENSG00000275111","ZNF2","protein_coding","2",95165432,95184317,15
"ENSG00000155066","PROM2","protein_coding","2",95274453,95291308,6
"ENSG00000115041","KCNIP3","protein_coding","2",95297304,95386083,7
"ENSG00000115042","FAHD2A","protein_coding","2",95402721,95416616,1
"ENSG00000144010","TRIM43B","protein_coding","2",95476967,95484731,17
"ENSG00000144015","TRIM43","protein_coding","2",95592018,95599778,17
"ENSG00000174501","ANKRD36C","protein_coding","2",95836919,95991831,7
"ENSG00000275961","RN7SL210P","misc_RNA","2",96004563,96004850,19
"ENSG00000186281","GPAT2","protein_coding","2",96021946,96039451,14
"ENSG00000274286","ADRA2B","protein_coding","2",96112875,96116245,6
"ENSG00000188886","ASTL","protein_coding","2",96123850,96138436,6
"ENSG00000158050","DUSP2","protein_coding","2",96143166,96145440,1
"ENSG00000084090","STARD7","protein_coding","2",96184859,96208825,6
"ENSG00000135956","TMEM127","protein_coding","2",96248516,96265994,6
"ENSG00000144021","CIAO1","protein_coding","2",96266132,96273349,1
"ENSG00000144028","SNRNP200","protein_coding","2",96274336,96305515,1
"ENSG00000198885","ITPRIPL1","protein_coding","2",96325331,96330517,14
"ENSG00000121152","NCAPH","protein_coding","2",96335787,96373845,2
"ENSG00000163121","NEURL3","protein_coding","2",96497643,96508109,15
"ENSG00000196843","ARID5A","protein_coding","2",96536743,96552638,15
"ENSG00000114982","KANSL3","protein_coding","2",96593170,96642787,7
"ENSG00000249715","FER1L5","protein_coding","2",96642737,96704887,15
"ENSG00000114988","LMAN2L","protein_coding","2",96705929,96740064,1
"ENSG00000158158","CNNM4","protein_coding","2",96760902,96811891,1
"ENSG00000264157","MIR3127","miRNA","2",96798278,96798353,19
"ENSG00000168763","CNNM3","protein_coding","2",96816245,96833911,1
"ENSG00000163126","ANKRD23","protein_coding","2",96824526,96857934,15
"ENSG00000213337","ANKRD39","protein_coding","2",96836611,96858095,1
"ENSG00000168758","SEMA4C","protein_coding","2",96859716,96870757,12
"ENSG00000168754","FAM178B","protein_coding","2",96875882,96986592,6
"ENSG00000252845","RNA5SP101","rRNA","2",96956708,96956815,15
"ENSG00000144199","FAHD2B","protein_coding","2",97083583,97094882,1
"ENSG00000275655","RN7SL313P","misc_RNA","2",97100587,97100874,19
"ENSG00000135976","ANKRD36","protein_coding","2",97113496,97264521,12
"ENSG00000196912","ANKRD36B","protein_coding","2",97492663,97589965,19
"ENSG00000228970","UBTFL6","unprocessed_pseudogene","2",97636780,97637803,12
"ENSG00000135940","COX5B","protein_coding","2",97646040,97648383,2
"ENSG00000115073","ACTR1B","protein_coding","2",97655963,97664107,2
"ENSG00000228486","C2orf92","protein_coding","2",97664217,97703064,18
"ENSG00000201806","RNU4-8P","snRNA","2",97664591,97664731,19
"ENSG00000115085","ZAP70","protein_coding","2",97713560,97739862,12
"ENSG00000075568","TMEM131","protein_coding","2",97756333,97995891,2
"ENSG00000238719","RNU7-96P","snRNA","2",97913054,97913117,15
"ENSG00000168658","VWA3B","protein_coding","2",98087116,98313299,6
"ENSG00000144191","CNGA3","protein_coding","2",98346155,98398601,2
"ENSG00000040933","INPP4A","protein_coding","2",98444854,98594390,2
"ENSG00000183513","COA5","protein_coding","2",98599310,98608515,2
"ENSG00000115446","UNC50","protein_coding","2",98608579,98618515,1
"ENSG00000071073","MGAT4A","protein_coding","2",98619106,98731126,12
"ENSG00000201070","RNU4-84P","snRNA","2",98782410,98782548,14
"ENSG00000196872","KIAA1211L","protein_coding","2",98793846,98936259,12
"ENSG00000238830","RNU7-46P","snRNA","2",98840675,98840736,19
"ENSG00000135951","TSGA10","protein_coding","2",98997261,99154964,1
"ENSG00000273045","C2orf15","protein_coding","2",99141485,99151487,19
"ENSG00000144182","LIPT1","protein_coding","2",99154955,99163157,1
"ENSG00000158411","MITD1","protein_coding","2",99161427,99181058,6
"ENSG00000185414","MRPL30","protein_coding","2",99181079,99197626,12
"ENSG00000185674","LYG2","protein_coding","2",99242246,99255282,9
"ENSG00000144214","LYG1","protein_coding","2",99284238,99304742,9
"ENSG00000115514","TXNDC9","protein_coding","2",99318982,99340702,1
"ENSG00000158417","EIF5B","protein_coding","2",99337353,99401326,1
"ENSG00000135945","REV1","protein_coding","2",99400475,99490035,1
"ENSG00000144218","AFF3","protein_coding","2",99545419,100142739,6
"ENSG00000170500","LONRF2","protein_coding","2",100273291,100322733,12
"ENSG00000115526","CHST10","protein_coding","2",100391860,100417656,12
"ENSG00000204640","NMS","protein_coding","2",100470482,100483280,12
"ENSG00000115539","PDCL3","protein_coding","2",100562690,100576735,1
"ENSG00000170485","NPAS2","protein_coding","2",100820152,100996829,6
"ENSG00000071082","RPL31","protein_coding","2",101001715,101024032,1
"ENSG00000204634","TBC1D8","protein_coding","2",101007617,101252866,12
"ENSG00000158435","CNOT11","protein_coding","2",101252802,101270316,2
"ENSG00000163162","RNF149","protein_coding","2",101271219,101308701,13
"ENSG00000212283","SNORD89","snoRNA","2",101272936,101273049,12
"ENSG00000175874","CREG2","protein_coding","2",101345551,101387595,2
"ENSG00000196460","RFX8","protein_coding","2",101397361,101474703,3
"ENSG00000071054","MAP4K4","protein_coding","2",101696850,101894689,1
"ENSG00000115590","IL1R2","protein_coding","2",101991844,102028544,13
"ENSG00000115594","IL1R1","protein_coding","2",102064544,102179874,14
"ENSG00000115598","IL1RL2","protein_coding","2",102186973,102240002,12
"ENSG00000115602","IL1RL1","protein_coding","2",102311502,102352037,14
"ENSG00000115604","IL18R1","protein_coding","2",102311529,102398775,14
"ENSG00000115607","IL18RAP","protein_coding","2",102418689,102452565,12
"ENSG00000180251","SLC9A4","protein_coding","2",102473303,102533972,1
"ENSG00000115616","SLC9A2","protein_coding","2",102619707,102711318,1
"ENSG00000135953","MFSD9","protein_coding","2",102715840,102736888,1
"ENSG00000170417","TMEM182","protein_coding","2",102736905,103019900,12
"ENSG00000233639","LINC01158","processed_transcript","2",104807572,104853183,18
"ENSG00000198914","POU3F3","protein_coding","2",104855511,104858574,7
"ENSG00000135972","MRPS9","protein_coding","2",105037983,105099960,1
"ENSG00000135973","GPR45","protein_coding","2",105241743,105243049,6
"ENSG00000135966","TGFBRAP1","protein_coding","2",105264391,105330034,3
"ENSG00000135974","C2orf49","protein_coding","2",105337359,105349211,12
"ENSG00000115641","FHL2","protein_coding","2",105357712,105438513,7
"ENSG00000071051","NCK2","protein_coding","2",105744897,105894274,7
"ENSG00000119147","C2orf40","protein_coding","2",106063246,106078159,12
"ENSG00000115652","UXS1","protein_coding","2",106093303,106194339,1
"ENSG00000240935","PLGLA","transcribed_unprocessed_pseudogene","2",106382171,106393031,19
"ENSG00000153165","RGPD3","protein_coding","2",106391290,106468376,14
"ENSG00000254126","CD8B2","protein_coding","2",106487364,106544297,14
"ENSG00000144057","ST6GAL2","protein_coding","2",106801600,106887108,7
"ENSG00000196862","RGPD4","protein_coding","2",107826937,107890841,1
"ENSG00000115665","SLC5A7","protein_coding","2",107986523,108013994,1
"ENSG00000196228","SULT1C3","protein_coding","2",108247195,108265351,15
"ENSG00000198203","SULT1C2","protein_coding","2",108288639,108309915,2
"ENSG00000198075","SULT1C4","protein_coding","2",108377911,108388057,2
"ENSG00000135968","GCC2","protein_coding","2",108448561,108509415,7
"ENSG00000169756","LIMS1","protein_coding","2",108534355,108687246,6
"ENSG00000153201","RANBP2","protein_coding","2",108719481,108785811,7
"ENSG00000163006","CCDC138","protein_coding","2",108786757,108885477,9
"ENSG00000135960","EDAR","protein_coding","2",108894471,108989372,12
"ENSG00000172985","SH3RF3","protein_coding","2",109129348,109504632,7
"ENSG00000264934","MIR4265","miRNA","2",109141490,109141588,19
"ENSG00000186522","SEPT10","protein_coding","2",109542982,109614206,12
"ENSG00000198142","SOWAHC","protein_coding","2",109614334,109618990,12
"ENSG00000015568","RGPD5","protein_coding","2",109792758,109857695,7
"ENSG00000256977","LIMS3","protein_coding","2",109898428,109924868,7
"ENSG00000144063","MALL","protein_coding","2",110083870,110116566,14
"ENSG00000264979","MIR4436B1","miRNA","2",110086433,110086523,19
"ENSG00000144061","NPHP1","protein_coding","2",110122311,110205066,4
"ENSG00000175701","SMIM37","protein_coding","2",110211529,110245420,12
"ENSG00000263881","MIR4436B2","miRNA","2",110284853,110284943,19
"ENSG00000256671","LIMS4","protein_coding","2",110446640,110473075,7
"ENSG00000183054","RGPD6","protein_coding","2",110513812,110577185,7
"ENSG00000169679","BUB1","protein_coding","2",110637698,110678114,2
"ENSG00000153093","ACOXL","protein_coding","2",110732573,111118222,1
"ENSG00000172965","MIR4435-2HG","lincRNA","2",111036776,111523376,18
"ENSG00000153094","BCL2L11","protein_coding","2",111119378,111168447,15
"ENSG00000153107","ANAPC1","protein_coding","2",111611639,111884690,1
"ENSG00000266063","MIR4771-2","miRNA","2",111771061,111771134,19
"ENSG00000153208","MERTK","protein_coding","2",111898479,112029561,12
"ENSG00000240183","RN7SL297P","misc_RNA","2",111930175,111930467,18
"ENSG00000153214","TMEM87B","protein_coding","2",112055223,112119318,2
"ENSG00000144152","FBLN7","protein_coding","2",112138385,112188216,12
"ENSG00000144161","ZC3H8","protein_coding","2",112211525,112255136,17
"ENSG00000188177","ZC3H6","protein_coding","2",112275594,112340063,2
"ENSG00000169629","RGPD8","protein_coding","2",112370092,112434488,2
"ENSG00000114999","TTL","protein_coding","2",112482154,112541739,1
"ENSG00000125630","POLR1B","protein_coding","2",112541915,112577150,1
"ENSG00000125611","CHCHD5","protein_coding","2",112584240,112589275,9
"ENSG00000144136","SLC20A1","protein_coding","2",112645857,112663827,1
"ENSG00000144130","NT5DC4","protein_coding","2",112721486,112742879,2
"ENSG00000169607","CKAP2L","protein_coding","2",112736607,112764677,6
"ENSG00000115008","IL1A","protein_coding","2",112773915,112784590,15
"ENSG00000125538","IL1B","protein_coding","2",112829751,112836903,12
"ENSG00000125571","IL37","protein_coding","2",112912971,112918882,17
"ENSG00000136688","IL36G","protein_coding","2",112973203,112985665,15
"ENSG00000136694","IL36A","protein_coding","2",113005461,113008044,17
